401481376,KJPOUHBOHUCL,1706573926,1706573926,7,,,,100.0000,,2022-08-25,2022-11-17,100.0000,,0T01-FLAT100,,,,,"{""id"": 40103, ""blocks"": ""2022-11-17T05:56:59Z"", ""profiles"": null, ""import_code"": null, ""occupiedUnits"": [{""end"": ""2022-11-17"", ""start"": ""2022-08-25"", ""unitId"": ""1414"", ""extraBeds"": [{""type"": ""CRIB"", ""count"": 0}, {""type"": ""ROLLAWAY"", ""count"": 0}], ""unitTypeCode"": ""CQ2NR""}], ""lastModifiedBy"": ""RKOTUR"", ""notificationType"": null, ""occupancyDetails"": ""2022-11-17T05:56:59Z"", ""lastModifiedDateTime"": ""2022-11-17T00:56:22"", ""lastModifiedDateTime_repo"": ""2022-11-17T05:56:59Z""}",HAPI,401478067,401479202,401480400,401478970
401481377,LJPOUHBOAVAS,1706573926,1706573926,7,,,,100.0000,,2022-11-18,2022-11-19,100.0000,,0T01-FLAT100,,,,,"{""id"": 40104, ""blocks"": ""2022-11-18T13:44:54Z"", ""profiles"": null, ""import_code"": null, ""occupiedUnits"": [{""end"": ""2022-11-19"", ""start"": ""2022-11-18"", ""unitId"": ""1410"", ""extraBeds"": [{""type"": ""CRIB"", ""count"": 0}, {""type"": ""ROLLAWAY"", ""count"": 0}], ""unitTypeCode"": ""CK1NR""}], ""lastModifiedBy"": ""RKOTUR"", ""notificationType"": null, ""occupancyDetails"": ""2022-11-18T13:44:54Z"", ""lastModifiedDateTime"": ""2022-11-18T06:50:44"", ""lastModifiedDateTime_repo"": ""2022-11-18T13:44:54Z""}",HAPI,401478068,401479203,401480400,401478970
401481378,MJPOUHBORPZH,1706573926,1706573926,7,,,,100.0000,,2022-11-21,2022-11-22,100.0000,,0T01-FLAT100,,,,,"{""id"": 40105, ""blocks"": ""2022-11-21T07:15:57Z"", ""profiles"": null, ""import_code"": null, ""occupiedUnits"": [{""end"": ""2022-11-22"", ""start"": ""2022-11-21"", ""unitId"": ""1407"", ""extraBeds"": [{""type"": ""CRIB"", ""count"": 0}, {""type"": ""ROLLAWAY"", ""count"": 0}], ""unitTypeCode"": ""CK1NC""}], ""lastModifiedBy"": ""RKOTUR"", ""notificationType"": null, ""occupancyDetails"": ""2022-11-21T07:15:57Z"", ""lastModifiedDateTime"": ""2022-11-21T02:15:15"", ""lastModifiedDateTime_repo"": ""2022-11-21T07:15:57Z""}",HAPI,401478069,401479204,401480400,401478970
401481379,NJPOUHBOFZKX,1706573926,1706573926,7,RESERVATION,,,230.0000,,2022-11-22,2022-11-24,230.0000,,ROM143,,,,,"{""id"": 40106, ""blocks"": ""2022-11-22T11:14:43Z"", ""profiles"": null, ""import_code"": null, ""occupiedUnits"": [{""end"": ""2022-11-24"", ""start"": ""2022-11-22"", ""extraBeds"": [{""type"": ""CRIB"", ""count"": 0}, {""type"": ""ROLLAWAY"", ""count"": 0}], ""unitTypeCode"": ""CK1NR""}], ""lastModifiedBy"": ""MMOHITTE"", ""notificationType"": null, ""occupancyDetails"": ""2022-11-22T11:14:43Z"", ""lastModifiedDateTime"": ""2022-11-22T06:14:11"", ""lastModifiedDateTime_repo"": ""2022-11-22T11:14:43Z""}",HAPI,401478070,401479205,401480400,401478968
401481380,OJPOUHBOZSPE,1706573926,1706573926,7,,,,100.0000,,2022-08-25,2022-11-24,100.0000,,0T01-FLAT100,,,,,"{""id"": 40107, ""blocks"": ""2022-11-22T12:52:38Z"", ""profiles"": null, ""import_code"": null, ""occupiedUnits"": [{""end"": ""2022-11-24"", ""start"": ""2022-08-25"", ""unitId"": ""1508"", ""extraBeds"": [{""type"": ""CRIB"", ""count"": 0}, {""type"": ""ROLLAWAY"", ""count"": 0}], ""unitTypeCode"": ""CQ2NR""}], ""lastModifiedBy"": ""RKOTUR"", ""notificationType"": null, ""occupancyDetails"": ""2022-11-22T12:52:38Z"", ""lastModifiedDateTime"": ""2022-11-22T07:51:44"", ""lastModifiedDateTime_repo"": ""2022-11-22T12:52:38Z""}",HAPI,401478071,401479206,401480400,401478970
401481381,PJPOUHBOUGUP,1706573926,1706573926,7,,,,200.0000,,2022-08-25,2022-08-25,200.0000,,0T01-FLAT200,,,,,"{""id"": 40108, ""blocks"": ""2022-11-23T09:37:48Z"", ""profiles"": null, ""import_code"": null, ""occupiedUnits"": [{""end"": ""2022-08-25"", ""start"": ""2022-08-25"", ""unitId"": ""3001"", ""extraBeds"": [{""type"": ""CRIB"", ""count"": 0}, {""type"": ""ROLLAWAY"", ""count"": 0}], ""unitTypeCode"": ""CK1NR""}], ""lastModifiedBy"": ""PBRIGNAUD"", ""notificationType"": null, ""occupancyDetails"": ""2022-11-23T09:37:48Z"", ""lastModifiedDateTime"": ""2022-11-23T04:36:48"", ""lastModifiedDateTime_repo"": ""2022-11-23T09:37:48Z""}",HAPI,401478072,401479207,401480400,401478974
401481382,QJPOUHBOFUFE,1706573926,1706573926,7,,,,100.0000,,2022-11-28,2022-11-29,100.0000,,CHPGH,,,,,"{""id"": 40109, ""blocks"": ""2022-11-28T08:17:31Z"", ""profiles"": null, ""import_code"": null, ""occupiedUnits"": [{""end"": ""2022-11-29"", ""start"": ""2022-11-28"", ""unitId"": ""XYZ123"", ""extraBeds"": [{""type"": ""CRIB"", ""count"": 0}, {""type"": ""ROLLAWAY"", ""count"": 0}], ""unitTypeCode"": ""CK1NR""}], ""lastModifiedBy"": ""DDEEPJYOTI"", ""notificationType"": null, ""occupancyDetails"": ""2022-11-28T08:17:31Z"", ""lastModifiedDateTime"": ""2022-11-28T03:16:50"", ""lastModifiedDateTime_repo"": ""2022-11-28T08:17:31Z""}",HAPI,401478073,401479208,401480400,401478976
401481383,RJPOUHBOTBCL,1706573926,1706573926,7,,,,311.4000,,2022-03-08,2022-03-12,311.4000,,BAR,,,,,"{""id"": 40110, ""blocks"": ""2022-12-09T16:06:20Z"", ""profiles"": ""fairmont_banff"", ""import_code"": ""fairmont_banff"", ""occupiedUnits"": [{""end"": ""2022-03-12"", ""start"": ""2022-03-08"", ""unitId"": ""200"", ""unitTypeCode"": ""KNG"", ""unitTypeName"": ""King""}], ""lastModifiedBy"": ""TESTING_ONLY"", ""notificationType"": ""fairmont_banff"", ""occupancyDetails"": ""2022-12-09T16:06:20Z"", ""lastModifiedDateTime"": ""2022-01-01T15:40:03"", ""lastModifiedDateTime_repo"": ""2022-12-09T16:06:20Z""}",HAPI,401478074,401479209,401480400,401478978
401481384,SJPOUHBOJKZO,1706573926,1706573926,7,,1,14.0000,14.0000,,,,,,RA1,,,,,"{""id"": 40116, ""blocks"": ""2023-08-13T01:28:50Z"", ""profiles"": ""fairmont_banff"", ""import_code"": ""fairmont_banff"", ""occupiedUnits"": [{""end"": ""2023-08-01"", ""start"": ""2023-07-31"", ""unitId"": ""0482"", ""unitTypeCode"": ""DQ2N""}], ""lastModifiedBy"": ""BRSWEENEY"", ""notificationType"": ""fairmont_banff"", ""occupancyDetails"": ""2023-08-13T01:28:50Z"", ""lastModifiedDateTime"": ""2023-08-02T00:00:00"", ""lastModifiedDateTime_repo"": ""2023-08-13T01:28:50Z""}",HAPI,401478080,401479214,401480406,401478988
401481385,TJPOUHBOQSML,1706573926,1706573926,7,,1,46.0000,46.0000,,,,,,RA1,,,,,"{""id"": 40121, ""blocks"": ""2023-10-21T01:32:53Z"", ""profiles"": ""fairmont_banff"", ""import_code"": ""fairmont_banff"", ""occupiedUnits"": [{""end"": ""2022-12-26"", ""start"": ""2022-12-21"", ""unitId"": ""0259"", ""unitTypeCode"": ""JK1N""}], ""lastModifiedBy"": ""SONAEEM"", ""notificationType"": ""fairmont_banff"", ""occupancyDetails"": ""2023-10-21T01:32:53Z"", ""lastModifiedDateTime"": ""2022-12-27T00:00:00"", ""lastModifiedDateTime_repo"": ""2023-10-21T01:32:53Z""}",HAPI,401478084,401479219,401480406,401478988
401481386,UJPOUHBOKMGC,1706573926,1706573926,7,,1,,,,,,,,SGEROC,,,,,"{""id"": 40122, ""blocks"": ""2022-12-22T20:48:12Z"", ""profiles"": ""fairmont_banff"", ""import_code"": ""fairmont_banff"", ""occupiedUnits"": [{""end"": ""2022-12-27"", ""start"": ""2022-12-26"", ""unitId"": ""0667"", ""unitTypeCode"": ""VK1N""}], ""lastModifiedBy"": ""TWALTERS"", ""notificationType"": ""fairmont_banff"", ""occupancyDetails"": ""2022-12-22T20:48:12Z"", ""lastModifiedDateTime"": ""2022-12-21T00:00:00"", ""lastModifiedDateTime_repo"": ""2022-12-22T20:48:12Z""}",HAPI,401478086,401479220,401480406,401478968
401481387,VJPOUHBOTBCH,1706573926,1706573926,7,,1,46.0000,46.0000,,,,,,LXCHM1,,,,,"{""id"": 40126, ""blocks"": ""2022-12-22T20:48:13Z"", ""profiles"": ""fairmont_banff"", ""import_code"": ""fairmont_banff"", ""occupiedUnits"": [{""end"": ""2022-12-23"", ""start"": ""2022-12-21"", ""unitId"": ""0751"", ""unitTypeCode"": ""XK1N""}], ""lastModifiedBy"": ""JOBEECHAM"", ""notificationType"": ""fairmont_banff"", ""occupancyDetails"": ""2022-12-22T20:48:13Z"", ""lastModifiedDateTime"": ""2022-12-21T00:00:00"", ""lastModifiedDateTime_repo"": ""2022-12-22T20:48:13Z""}",HAPI,401478089,401479224,401480406,401478998
401481388,WJPOUHBOERUN,1706573926,1706573926,7,,1,,,,,,,,NW5EB20,,,,,"{""id"": 40129, ""blocks"": ""2022-12-22T20:48:13Z"", ""profiles"": ""fairmont_banff"", ""import_code"": ""fairmont_banff"", ""occupiedUnits"": [{""end"": ""2022-12-23"", ""start"": ""2022-12-21"", ""unitId"": ""0477"", ""unitTypeCode"": ""HK1N""}], ""lastModifiedBy"": ""PATDELACRUZ"", ""notificationType"": ""fairmont_banff"", ""occupancyDetails"": ""2022-12-22T20:48:13Z"", ""lastModifiedDateTime"": ""2022-12-21T00:00:00"", ""lastModifiedDateTime_repo"": ""2022-12-22T20:48:13Z""}",HAPI,401478092,401479227,401480406,401478968
401481389,XJPOUHBOYUAJ,1706573926,1706573926,7,,1,,,,,,,,2U8WES,,,,,"{""id"": 40130, ""blocks"": ""2023-09-19T01:31:36Z"", ""profiles"": ""fairmont_banff"", ""import_code"": ""fairmont_banff"", ""occupiedUnits"": [{""end"": ""2022-12-21"", ""start"": ""2022-12-19"", ""unitId"": ""0311"", ""unitTypeCode"": ""SP1N""}], ""lastModifiedBy"": ""VISHNAIR"", ""notificationType"": ""fairmont_banff"", ""occupancyDetails"": ""2023-09-19T01:31:36Z"", ""lastModifiedDateTime"": ""2022-12-22T00:00:00"", ""lastModifiedDateTime_repo"": ""2023-09-19T01:31:36Z""}",HAPI,401478093,401479228,401480406,401478968
401481390,YJPOUHBOQDVM,1706573926,1706573926,7,,1,,,,,,,,NW5JONF,,,,,"{""id"": 40131, ""blocks"": ""2022-12-22T20:48:14Z"", ""profiles"": ""fairmont_banff"", ""import_code"": ""fairmont_banff"", ""occupiedUnits"": [{""end"": ""2022-12-24"", ""start"": ""2022-12-21"", ""unitId"": ""0304"", ""unitTypeCode"": ""CK1N""}], ""lastModifiedBy"": ""JOBEECHAM"", ""notificationType"": ""fairmont_banff"", ""occupancyDetails"": ""2022-12-22T20:48:14Z"", ""lastModifiedDateTime"": ""2022-12-21T00:00:00"", ""lastModifiedDateTime_repo"": ""2022-12-22T20:48:14Z""}",HAPI,401478094,401479229,401480406,401478968
401481391,ZJPOUHBOQUBO,1706573926,1706573926,7,OTHERS,1,125.0000,125.0000,,,,,,NW2EB35,,,,,"{""id"": 40134, ""blocks"": ""2022-12-22T20:48:14Z"", ""profiles"": ""fairmont_banff"", ""import_code"": ""fairmont_banff"", ""occupiedUnits"": [{""end"": ""2023-01-01"", ""start"": ""2022-12-20"", ""unitId"": ""1821"", ""unitTypeCode"": ""BQ2N""}], ""lastModifiedBy"": ""TWALTERS"", ""notificationType"": ""fairmont_banff"", ""occupancyDetails"": ""2022-12-22T20:48:14Z"", ""lastModifiedDateTime"": ""2022-12-21T00:00:00"", ""lastModifiedDateTime_repo"": ""2022-12-22T20:48:14Z""}",HAPI,401478096,401479232,401480406,401478968
401481392,AKPOUHBOVZLS,1706573926,1706573926,7,,1,49.0000,49.0000,,,,,,G01WED2,,,,,"{""id"": 40135, ""blocks"": ""2023-07-11T01:28:21Z"", ""profiles"": ""fairmont_banff"", ""import_code"": ""fairmont_banff"", ""occupiedUnits"": [{""end"": ""2023-07-09"", ""start"": ""2023-07-07"", ""unitId"": ""0743"", ""unitTypeCode"": ""XK1N""}], ""lastModifiedBy"": ""MAXOLIVEIRA"", ""notificationType"": ""fairmont_banff"", ""occupancyDetails"": ""2023-07-11T01:28:21Z"", ""lastModifiedDateTime"": ""2023-07-10T00:00:00"", ""lastModifiedDateTime_repo"": ""2023-07-11T01:28:21Z""}",HAPI,401478097,401479233,401480406,401479008
401481393,BKPOUHBOFSAZ,1706573926,1706573926,7,,1,46.0000,46.0000,,,,,,CAP0CA,,,,,"{""id"": 40137, ""blocks"": ""2023-03-09T04:06:44Z"", ""profiles"": ""fairmont_banff"", ""import_code"": ""fairmont_banff"", ""occupiedUnits"": [{""end"": ""2023-03-12"", ""start"": ""2023-03-08"", ""unitId"": ""0722"", ""unitTypeCode"": ""DQ2N""}], ""lastModifiedBy"": ""SIBELANGER"", ""notificationType"": ""fairmont_banff"", ""occupancyDetails"": ""2023-03-09T04:06:44Z"", ""lastModifiedDateTime"": ""2023-03-08T00:00:00"", ""lastModifiedDateTime_repo"": ""2023-03-09T04:06:44Z""}",HAPI,401478099,401479235,401480406,401479010
401481394,CKPOUHBOXMQW,1706573926,1706573926,7,,1,,,,,,,,NW5SCER,,,,,"{""id"": 40140, ""blocks"": ""2022-12-23T04:06:43Z"", ""profiles"": ""fairmont_banff"", ""import_code"": ""fairmont_banff"", ""occupiedUnits"": [{""end"": ""2022-12-23"", ""start"": ""2022-12-22"", ""unitId"": ""0629"", ""unitTypeCode"": ""VQ1N""}], ""lastModifiedBy"": ""HJENNINGS"", ""notificationType"": ""fairmont_banff"", ""occupancyDetails"": ""2022-12-23T04:06:43Z"", ""lastModifiedDateTime"": ""2022-12-22T00:00:00"", ""lastModifiedDateTime_repo"": ""2022-12-23T04:06:43Z""}",HAPI,401478103,401479238,401480406,401478968
401481395,DKPOUHBOSTMX,1706573926,1706573926,7,,1,,,,,,,,NWHK05,,,,,"{""id"": 40144, ""blocks"": ""2022-12-23T04:06:43Z"", ""profiles"": ""fairmont_banff"", ""import_code"": ""fairmont_banff"", ""occupiedUnits"": [{""end"": ""2022-12-31"", ""start"": ""2022-12-26"", ""unitId"": ""0292"", ""unitTypeCode"": ""DQ2N""}], ""lastModifiedBy"": ""VISHNAIR"", ""notificationType"": ""fairmont_banff"", ""occupancyDetails"": ""2022-12-23T04:06:43Z"", ""lastModifiedDateTime"": ""2022-12-22T00:00:00"", ""lastModifiedDateTime_repo"": ""2022-12-23T04:06:43Z""}",HAPI,401478107,401479242,401480406,401478968
401481396,EKPOUHBOVQUO,1706573926,1706573926,7,,1,,,,,,,,2U8XAS,,,,,"{""id"": 40147, ""blocks"": ""2023-06-06T01:18:08Z"", ""profiles"": ""fairmont_banff"", ""import_code"": ""fairmont_banff"", ""occupiedUnits"": [{""end"": ""2022-12-29"", ""start"": ""2022-12-22"", ""unitId"": ""0611"", ""unitTypeCode"": ""SP1N""}], ""lastModifiedBy"": ""*ORS*"", ""notificationType"": ""fairmont_banff"", ""occupancyDetails"": ""2023-06-06T01:18:08Z"", ""lastModifiedDateTime"": ""2023-06-04T00:00:00"", ""lastModifiedDateTime_repo"": ""2023-06-06T01:18:08Z""}",HAPI,401478110,401479245,401480406,401478968
401481397,FKPOUHBOYHTU,1706573926,1706573926,7,OTHERS,1,96.0000,96.0000,,,,,,RA1,,,,,"{""id"": 40149, ""blocks"": ""2023-10-01T21:27:18Z"", ""profiles"": ""fairmont_banff"", ""import_code"": ""fairmont_banff"", ""occupiedUnits"": [{""end"": ""2022-12-24"", ""start"": ""2022-12-22"", ""unitId"": ""1821"", ""unitTypeCode"": ""BQ2N""}], ""lastModifiedBy"": ""SONAEEM"", ""notificationType"": ""fairmont_banff"", ""occupancyDetails"": ""2023-10-01T21:27:18Z"", ""lastModifiedDateTime"": ""2022-12-25T00:00:00"", ""lastModifiedDateTime_repo"": ""2023-10-01T21:27:18Z""}",HAPI,401478112,401479247,401480406,401478968
401481398,GKPOUHBOWAMJ,1706573926,1706573926,7,,1,,,,,,,,RA1,,,,,"{""id"": 40154, ""blocks"": ""2022-12-24T04:06:32Z"", ""profiles"": ""fairmont_banff"", ""import_code"": ""fairmont_banff"", ""occupiedUnits"": [{""end"": ""2022-12-25"", ""start"": ""2022-12-24"", ""unitId"": ""0559"", ""unitTypeCode"": ""QK1N""}], ""lastModifiedBy"": ""*ORS*"", ""notificationType"": ""fairmont_banff"", ""occupancyDetails"": ""2022-12-24T04:06:32Z"", ""lastModifiedDateTime"": ""2022-12-23T00:00:00"", ""lastModifiedDateTime_repo"": ""2022-12-24T04:06:32Z""}",HAPI,401478116,401479252,401480406,401478968
401481399,HKPOUHBOFEDE,1706573926,1706573926,7,,1,46.0000,46.0000,,,,,,2UDMND,,,,,"{""id"": 40162, ""blocks"": ""2022-12-24T04:06:33Z"", ""profiles"": ""fairmont_banff"", ""import_code"": ""fairmont_banff"", ""occupiedUnits"": [{""end"": ""2022-12-24"", ""start"": ""2022-12-22"", ""unitId"": ""0337"", ""unitTypeCode"": ""XK1N""}], ""lastModifiedBy"": ""JLOVELOCK"", ""notificationType"": ""fairmont_banff"", ""occupancyDetails"": ""2022-12-24T04:06:33Z"", ""lastModifiedDateTime"": ""2022-12-23T00:00:00"", ""lastModifiedDateTime_repo"": ""2022-12-24T04:06:33Z""}",HAPI,401478124,401479260,401480406,401479026
401481400,IKPOUHBOFSWW,1706573926,1706573926,7,,1,82.0000,82.0000,,,,,,2UDMND,,,,,"{""id"": 40174, ""blocks"": ""2022-12-25T04:06:44Z"", ""profiles"": ""fairmont_banff"", ""import_code"": ""fairmont_banff"", ""occupiedUnits"": [{""end"": ""2022-12-26"", ""start"": ""2022-12-24"", ""unitId"": ""0226"", ""unitTypeCode"": ""CK1N""}], ""lastModifiedBy"": ""TAOMAR"", ""notificationType"": ""fairmont_banff"", ""occupancyDetails"": ""2022-12-25T04:06:44Z"", ""lastModifiedDateTime"": ""2022-12-24T00:00:00"", ""lastModifiedDateTime_repo"": ""2022-12-25T04:06:44Z""}",HAPI,401478133,401479271,401480406,401479026
401481401,JKPOUHBOFMSF,1706573926,1706573926,7,,1,32.0000,32.0000,,,,,,B01NA2,,,,,"{""id"": 40179, ""blocks"": ""2023-04-21T23:05:59Z"", ""profiles"": ""fairmont_banff"", ""import_code"": ""fairmont_banff"", ""occupiedUnits"": [{""end"": ""2023-04-14"", ""start"": ""2023-04-11"", ""unitId"": ""0348"", ""unitTypeCode"": ""CK1N""}], ""lastModifiedBy"": ""SONAEEM"", ""notificationType"": ""fairmont_banff"", ""occupancyDetails"": ""2023-04-21T23:05:59Z"", ""lastModifiedDateTime"": ""2023-04-15T00:00:00"", ""lastModifiedDateTime_repo"": ""2023-04-21T23:05:59Z""}",HAPI,401478138,401479276,401480406,401479030
